date,open,close,high,low,volume,amount
2024-09-04,3253.898,3252.165,3272.986,3249.981,10483248200,0
2024-09-05,3252.96,3257.758,3266.882,3247.173,9710945000,0
2024-09-06,3261.154,3231.346,3274.814,3231.069,8840041700,0
2024-09-09,3214.8,3192.952,3222.928,3180.928,10867306900,0
2024-09-10,3193.456,3195.755,3205.097,3171.793,9729007800,0
2024-09-11,3187.051,3186.13,3197.336,3174.034,10248211000,0
2024-09-12,3189.427,3172.475,3201.554,3171.878,9286865700,0
2024-09-13,3174.034,3159.247,3188.915,3159.247,8833667700,0
2024-09-18,3158.818,3171.01,3179.901,3145.791,8472281400,0
2024-09-19,3178.396,3196.036,3213.838,3149.793,12543927200,0
2024-09-20,3192.432,3201.05,3207.988,3173.224,11806409800,0
2024-09-23,3200.868,3212.764,3230.161,3198.025,9534485500,0
2024-09-24,3244.647,3351.909,3351.968,3222.489,20407221700,0
2024-09-25,3403.702,3401.533,3465.488,3393.438,24156425500,0
2024-09-26,3399.319,3545.32,3545.325,3391.677,24313401000,0
2024-09-27,3617.92,3703.685,3708.495,3596.583,26548777400,0
2024-09-30,3846.652,4017.855,4038.697,3796.505,51021770700,0
2024-10-08,4450.368,4256.096,4450.368,4094.352,58986789400,0
2024-10-09,4168.844,3955.984,4197.6,3942.512,48226929500,0
2024-10-10,3979.612,3997.788,4098.497,3912.771,39505309900,0
2024-10-11,3969.758,3887.167,3978.239,3847.123,27409650500,0
2024-10-14,3915.219,3961.342,3979.543,3868.779,30757899300,0
2024-10-15,3942.534,3855.995,3967.871,3855.995,24248644800,0
2024-10-16,3806.137,3831.589,3877.748,3805.087,21886640700,0
2024-10-17,3853.841,3788.222,3882.073,3787.75,21231382000,0
2024-10-18,3780.314,3925.234,3998.214,3765.162,31295883400,0
2024-10-21,3946.902,3935.197,3979.264,3896.165,29118563400,0
2024-10-22,3923.744,3957.776,3965.908,3917.522,22343339600,0
2024-10-23,3955.319,3973.209,4012.18,3939.099,24587394900,0
2024-10-24,3950.899,3928.833,3957.983,3914.089,17472406200,0
2024-10-25,3931.321,3956.421,3992.892,3921.94,21069488500,0
2024-10-28,3953.106,3964.157,3964.157,3917.204,21616041500,0
2024-10-29,3970.008,3924.649,3991.309,3921.58,21729398400,0
2024-10-30,3904.16,3889.449,3926.058,3864.305,21943662600,0
2024-10-31,3888.423,3891.04,3923.9,3859.108,30063671800,0
2024-11-01,3882.458,3890.02,3933.22,3879.959,30798648100,0
2024-11-04,3897.714,3944.762,3944.762,3891.211,22923906000,0
2024-11-05,3937.623,4044.573,4046.698,3925.414,31686279400,0
2024-11-06,4051.289,4024.283,4091.703,4002.503,33580793800,0
2024-11-07,3987.267,4145.695,4146.151,3984.665,34143641400,0
2024-11-08,4192.079,4104.047,4200.908,4094.163,33235038500,0
2024-11-11,4066.934,4131.131,4132.511,4048.039,28959422700,0
2024-11-12,4133.353,4085.743,4181.71,4060.794,29777808600,0
2024-11-13,4059.59,4110.89,4121.074,4059.59,24048409900,0
2024-11-14,4101.223,4039.619,4118.169,4034.944,23015278400,0
2024-11-15,4025.648,3968.831,4049.071,3968.831,24739946300,0
2024-11-18,3982.104,3950.381,4034.06,3931.187,30677794600,0
2024-11-19,3954.604,3976.891,3979.151,3896.749,24294646500,0
2024-11-20,3966.124,3985.773,4001.085,3958.338,18459937200,0
2024-11-21,3979.455,3989.298,3999.569,3966.066,16612592700,0
2024-11-22,3984.244,3865.699,3990.265,3865.699,21628580900,0
2024-11-25,3875.613,3848.091,3889.707,3812.318,19070295300,0
2024-11-26,3836.259,3840.185,3875.229,3833.284,14989244100,0
2024-11-27,3829.344,3907.045,3907.164,3817.913,17413609600,0
2024-11-28,3904.253,3872.551,3908.392,3866.014,15011729100,0
2024-11-29,3869.89,3916.583,3962.7,3869.89,18765671300,0
2024-12-02,3909.703,3947.632,3955.125,3902.17,19728978400,0
2024-12-03,3946.703,3951.891,3963.947,3922.843,18249686700,0
2024-12-04,3948.13,3930.557,3957.365,3917.747,17462631800,0
2024-12-05,3916.564,3921.588,3936.336,3910.083,13853403800,0
2024-12-06,3923.895,3973.141,3995.117,3923.895,19205790700,0
2024-12-09,3970.663,3966.571,3995.512,3948.421,17595995800,0
2024-12-10,4094.05,3995.637,4098.38,3988.968,25346379500,0
2024-12-11,3988.018,3988.831,4005.325,3977.352,17725284600,0
2024-12-12,3987.153,4028.505,4031.744,3981.349,18162177700,0
2024-12-13,4000.985,3933.181,4000.985,3931.739,23035307900,0
2024-12-16,3930.781,3911.842,3938.76,3901.647,17851125100,0
2024-12-17,3908.126,3922.033,3955.945,3908.126,16093909000,0
2024-12-18,3934.543,3941.89,3956.144,3933.969,15773832100,0
2024-12-19,3911.89,3945.464,3954.349,3899.748,16108104000,0
2024-12-20,3937.472,3927.744,3958.634,3923.256,15498649600,0
2024-12-23,3928.149,3933.572,3965.85,3928.149,19006736200,0
2024-12-24,3934.942,3983.688,3985.859,3934.734,16149458900,0
2024-12-25,3987.956,3985.629,4007.763,3969.477,15939074700,0
2024-12-26,3981.732,3987.48,3991.533,3965.546,14342528600,0
2024-12-27,3987.019,3981.031,4007.131,3970.937,16926866600,0
2024-12-30,3976.7,3999.055,4005.778,3976.7,16461248500,0
2024-12-31,3995.871,3934.911,4004.346,3934.911,18392839700,0
